server_id,date,total_messages,new_members,active_members,total_members,day_of_week,is_weekend
server_004,2026-02-18,464,1,118,163,2,0
server_004,2026-02-19,184,0,31,163,3,0
server_004,2026-02-20,270,1,46,164,4,0
server_004,2026-02-21,33,0,9,164,5,1
server_004,2026-02-22,316,0,82,164,6,1
server_004,2026-02-23,160,1,17,165,0,0
server_004,2026-02-24,200,5,36,170,1,0
server_004,2026-02-25,207,1,72,171,2,0
server_004,2026-02-26,172,6,21,177,3,0
server_004,2026-02-27,125,1,26,178,4,0
server_004,2026-02-28,38,0,14,178,5,1
server_004,2026-03-01,202,1,35,179,6,1
server_004,2026-03-02,191,6,51,185,0,0
server_004,2026-03-03,198,4,54,189,1,0
server_004,2026-03-04,341,1,69,190,2,0
server_004,2026-03-05,205,0,23,190,3,0
server_004,2026-03-06,89,5,21,195,4,0
server_004,2026-03-07,139,6,16,201,5,1
server_004,2026-03-08,311,1,103,202,6,1
server_004,2026-03-09,230,3,57,205,0,0
server_004,2026-03-10,257,1,66,206,1,0
server_004,2026-03-11,262,3,43,209,2,0
server_004,2026-03-12,232,5,38,214,3,0
server_004,2026-03-13,244,5,50,219,4,0
server_004,2026-03-14,360,3,60,222,5,1
server_004,2026-03-15,283,1,60,223,6,1
server_004,2026-03-16,194,1,69,224,0,0
server_004,2026-03-17,32,2,4,226,1,0
server_004,2026-03-18,77,1,9,227,2,0
server_004,2026-03-19,235,1,33,228,3,0
server_004,2026-03-20,194,0,102,228,4,0
server_004,2026-03-21,319,1,79,229,5,1
server_004,2026-03-22,293,0,149,229,6,1
server_004,2026-03-23,279,0,46,229,0,0
server_004,2026-03-24,100,6,18,235,1,0
server_004,2026-03-25,227,0,57,235,2,0
server_004,2026-03-26,270,2,54,237,3,0
server_004,2026-03-27,272,0,34,237,4,0
server_004,2026-03-28,171,1,43,238,5,1
server_004,2026-03-29,227,0,47,238,6,1
server_004,2026-03-30,324,4,81,242,0,0
server_004,2026-03-31,247,0,64,242,1,0
server_004,2026-04-01,223,0,112,242,2,0
server_004,2026-04-02,250,0,66,242,3,0
server_004,2026-04-03,217,1,77,243,4,0
server_004,2026-04-04,149,0,29,243,5,1
server_004,2026-04-05,410,3,69,246,6,1
server_004,2026-04-06,227,0,37,246,0,0
server_004,2026-04-07,309,2,46,248,1,0
server_004,2026-04-08,165,1,19,249,2,0
server_004,2026-04-09,348,4,59,253,3,0
server_004,2026-04-10,268,22,71,275,4,0
server_004,2026-04-11,177,3,29,278,5,1
server_004,2026-04-12,321,2,50,280,6,1
server_004,2026-04-13,242,1,60,281,0,0
server_004,2026-04-14,172,0,23,281,1,0
server_004,2026-04-15,211,3,45,284,2,0
server_004,2026-04-16,266,3,92,287,3,0
server_004,2026-04-17,371,7,95,294,4,0
server_004,2026-04-18,256,1,37,295,5,1
server_004,2026-04-19,311,3,106,298,6,1
server_004,2026-04-20,223,4,77,302,0,0
server_004,2026-04-21,311,1,63,303,1,0
server_004,2026-04-22,301,5,46,308,2,0
server_004,2026-04-23,378,2,65,310,3,0
server_004,2026-04-24,161,1,55,311,4,0
server_004,2026-04-25,292,1,46,312,5,1
server_004,2026-04-26,340,5,115,317,6,1
server_004,2026-04-27,239,0,42,317,0,0
server_004,2026-04-28,204,2,56,319,1,0
server_004,2026-04-29,275,1,30,320,2,0
server_004,2026-04-30,257,0,56,320,3,0
server_004,2026-05-01,353,2,45,322,4,0
server_004,2026-05-02,171,0,36,322,5,1
server_004,2026-05-03,188,2,189,324,6,1
server_004,2026-05-04,83,1,24,325,0,0
server_004,2026-05-05,182,0,35,325,1,0
server_004,2026-05-06,195,3,41,328,2,0
server_004,2026-05-07,252,0,38,328,3,0
server_004,2026-05-08,243,0,41,328,4,0
server_004,2026-05-09,639,0,73,328,5,1
server_004,2026-05-10,419,6,83,334,6,1
server_004,2026-05-11,165,2,84,336,0,0
server_004,2026-05-12,137,0,69,336,1,0
server_004,2026-05-13,115,0,26,336,2,0
server_004,2026-05-14,195,2,22,338,3,0
server_004,2026-05-15,293,0,61,338,4,0
server_004,2026-05-16,127,1,26,339,5,1
server_004,2026-05-17,168,1,30,340,6,1
server_004,2026-05-18,247,0,38,340,0,0
server_004,2026-05-19,125,3,27,343,1,0
server_004,2026-05-20,150,0,30,343,2,0
server_004,2026-05-21,183,3,96,346,3,0
server_004,2026-05-22,96,2,14,348,4,0
server_004,2026-05-23,259,1,69,349,5,1
server_004,2026-05-24,290,0,149,349,6,1
server_004,2026-05-25,264,4,267,353,0,0
server_004,2026-05-26,294,3,37,356,1,0
server_004,2026-05-27,20,3,9,359,2,0
server_004,2026-05-28,332,1,43,360,3,0
server_004,2026-05-29,282,2,61,362,4,0
server_004,2026-05-30,363,1,122,363,5,1
server_004,2026-05-31,63,4,16,367,6,1
server_004,2026-06-01,179,3,59,370,0,0
server_004,2026-06-02,153,0,51,370,1,0
server_004,2026-06-03,203,0,40,370,2,0
server_004,2026-06-04,154,1,51,371,3,0
server_004,2026-06-05,284,2,74,373,4,0
server_004,2026-06-06,239,2,27,375,5,1
server_004,2026-06-07,418,4,379,379,6,1
server_004,2026-06-08,314,3,54,382,0,0
server_004,2026-06-09,276,1,58,383,1,0
server_004,2026-06-10,129,3,28,386,2,0
server_004,2026-06-11,233,3,47,389,3,0
server_004,2026-06-12,349,0,71,389,4,0
server_004,2026-06-13,347,1,88,390,5,1
server_004,2026-06-14,272,0,92,390,6,1
server_004,2026-06-15,180,1,63,391,0,0
server_004,2026-06-16,0,2,2,393,1,0
server_005,2025-12-18,99,2,2,2,3,0
server_005,2025-12-19,144,2,4,4,4,0
server_005,2025-12-20,165,0,4,4,5,1
server_005,2025-12-21,276,1,5,5,6,1
server_005,2025-12-22,250,0,5,5,0,0
server_005,2025-12-23,128,3,8,8,1,0
server_005,2025-12-24,80,1,9,9,2,0
server_005,2025-12-25,109,5,14,14,3,0
server_005,2025-12-26,281,0,14,14,4,0
server_005,2025-12-27,284,16,30,30,5,1
server_005,2025-12-28,268,2,32,32,6,1
server_005,2025-12-29,160,2,24,34,0,0
server_005,2025-12-30,136,9,14,43,1,0
server_005,2025-12-31,359,0,43,43,2,0
server_005,2026-01-01,318,3,46,46,3,0
server_005,2026-01-02,327,2,48,48,4,0
server_005,2026-01-03,395,5,38,53,5,1
server_005,2026-01-04,152,1,38,54,6,1
server_005,2026-01-05,214,0,38,54,0,0
server_005,2026-01-06,160,6,32,60,1,0
server_005,2026-01-07,193,1,61,61,2,0
server_005,2026-01-08,204,4,44,65,3,0
server_005,2026-01-09,286,0,45,65,4,0
server_005,2026-01-10,225,3,49,68,5,1
server_005,2026-01-11,177,4,26,72,6,1
server_005,2026-01-12,245,1,44,73,0,0
server_005,2026-01-13,171,4,31,77,1,0
server_005,2026-01-14,64,2,37,79,2,0
server_005,2026-01-15,159,14,28,93,3,0
server_005,2026-01-16,172,8,87,101,4,0
server_005,2026-01-17,298,7,99,108,5,1
server_005,2026-01-18,217,2,30,110,6,1
server_005,2026-01-19,238,1,83,111,0,0
server_005,2026-01-20,214,0,56,111,1,0
server_005,2026-01-21,326,0,108,111,2,0
server_005,2026-01-22,189,0,41,111,3,0
server_005,2026-01-23,255,2,46,113,4,0
server_005,2026-01-24,263,4,89,117,5,1
server_005,2026-01-25,267,0,31,117,6,1
server_005,2026-01-26,245,4,86,121,0,0
server_005,2026-01-27,188,1,63,122,1,0
server_005,2026-01-28,118,1,39,123,2,0
server_005,2026-01-29,244,1,50,124,3,0
server_005,2026-01-30,164,17,33,141,4,0
server_005,2026-01-31,203,0,40,141,5,1
server_005,2026-02-01,349,2,59,143,6,1
server_005,2026-02-02,245,4,40,147,0,0
server_005,2026-02-03,168,3,32,150,1,0
server_005,2026-02-04,264,0,55,150,2,0
server_005,2026-02-05,340,12,85,162,3,0
server_005,2026-02-06,185,2,38,164,4,0
server_005,2026-02-07,275,1,94,165,5,1
server_005,2026-02-08,216,2,30,167,6,1
server_005,2026-02-09,207,3,73,170,0,0
server_005,2026-02-10,193,3,173,173,1,0
server_005,2026-02-11,94,3,47,176,2,0
server_005,2026-02-12,39,2,8,178,3,0
server_005,2026-02-13,88,3,89,181,4,0
server_005,2026-02-14,170,1,86,182,5,1
server_005,2026-02-15,274,2,32,184,6,1
server_005,2026-02-16,272,2,69,186,0,0
server_005,2026-02-17,284,6,27,192,1,0
server_005,2026-02-18,63,2,20,194,2,0
server_005,2026-02-19,250,4,51,198,3,0
server_005,2026-02-20,213,2,53,200,4,0
server_005,2026-02-21,257,3,86,203,5,1
server_005,2026-02-22,273,5,56,208,6,1
server_005,2026-02-23,78,4,20,212,0,0
server_005,2026-02-24,175,0,21,212,1,0
server_005,2026-02-25,265,1,69,213,2,0
server_005,2026-02-26,207,1,35,214,3,0
server_005,2026-02-27,306,0,214,214,4,0
server_005,2026-02-28,120,2,29,216,5,1
server_005,2026-03-01,76,0,27,216,6,1
server_005,2026-03-02,97,2,48,218,0,0
server_005,2026-03-03,70,3,18,221,1,0
server_005,2026-03-04,335,0,72,221,2,0
server_005,2026-03-05,225,1,19,222,3,0
server_005,2026-03-06,299,2,43,224,4,0
server_005,2026-03-07,420,0,84,224,5,1
server_005,2026-03-08,330,2,112,226,6,1
server_005,2026-03-09,196,4,29,230,0,0
server_005,2026-03-10,23,7,15,237,1,0
server_005,2026-03-11,176,1,178,238,2,0
server_005,2026-03-12,113,0,19,238,3,0
server_005,2026-03-13,95,3,19,241,4,0
server_005,2026-03-14,185,3,51,244,5,1
server_005,2026-03-15,444,0,224,244,6,1
server_005,2026-03-16,40,4,43,248,0,0
server_005,2026-03-17,180,0,24,248,1,0
server_005,2026-03-18,231,2,35,250,2,0
server_005,2026-03-19,257,5,68,255,3,0
server_005,2026-03-20,336,4,61,259,4,0
server_005,2026-03-21,256,1,55,260,5,1
server_005,2026-03-22,468,8,68,268,6,1
server_005,2026-03-23,298,0,61,268,0,0
server_005,2026-03-24,37,0,9,268,1,0
server_005,2026-03-25,200,3,31,271,2,0
server_005,2026-03-26,38,3,14,274,3,0
server_005,2026-03-27,133,1,45,275,4,0
server_005,2026-03-28,261,0,47,275,5,1
server_005,2026-03-29,127,2,42,277,6,1
server_005,2026-03-30,112,0,23,277,0,0
server_005,2026-03-31,120,0,18,277,1,0
server_005,2026-04-01,163,0,17,277,2,0
server_005,2026-04-02,75,0,28,277,3,0
server_005,2026-04-03,298,7,100,284,4,0
server_005,2026-04-04,340,7,175,291,5,1
server_005,2026-04-05,275,0,59,291,6,1
server_005,2026-04-06,342,1,87,292,0,0
server_005,2026-04-07,337,0,49,292,1,0
server_005,2026-04-08,291,0,62,292,2,0
server_005,2026-04-09,106,11,40,303,3,0
server_005,2026-04-10,221,4,112,307,4,0
server_005,2026-04-11,282,2,145,309,5,1
server_005,2026-04-12,241,3,65,312,6,1
server_005,2026-04-13,156,1,24,313,0,0
server_005,2026-04-14,221,3,15,316,1,0
server_005,2026-04-15,193,1,22,317,2,0
server_005,2026-04-16,282,0,144,317,3,0
server_005,2026-04-17,250,1,125,318,4,0
server_005,2026-04-18,370,2,56,320,5,1
server_005,2026-04-19,384,0,48,320,6,1
server_005,2026-04-20,169,1,27,321,0,0
server_005,2026-04-21,379,2,131,323,1,0
server_005,2026-04-22,286,7,57,330,2,0
server_005,2026-04-23,171,1,86,331,3,0
server_005,2026-04-24,101,0,17,331,4,0
server_005,2026-04-25,203,0,33,331,5,1
server_005,2026-04-26,416,1,46,332,6,1
server_005,2026-04-27,229,0,78,332,0,0
server_005,2026-04-28,126,0,47,332,1,0
server_005,2026-04-29,322,0,55,332,2,0
server_005,2026-04-30,299,0,60,332,3,0
server_005,2026-05-01,206,1,38,333,4,0
server_005,2026-05-02,123,5,43,338,5,1
server_005,2026-05-03,299,3,49,341,6,1
server_005,2026-05-04,157,1,57,342,0,0
server_005,2026-05-05,34,1,13,343,1,0
server_005,2026-05-06,267,0,47,343,2,0
server_005,2026-05-07,201,4,37,347,3,0
server_005,2026-05-08,309,4,51,351,4,0
server_005,2026-05-09,196,2,37,353,5,1
server_005,2026-05-10,298,1,53,354,6,1
server_005,2026-05-11,56,0,11,354,0,0
server_005,2026-05-12,227,2,78,356,1,0
server_005,2026-05-13,228,2,40,358,2,0
server_005,2026-05-14,386,2,40,360,3,0
server_005,2026-05-15,306,1,158,361,4,0
server_005,2026-05-16,227,1,38,362,5,1
server_005,2026-05-17,329,0,68,362,6,1
server_005,2026-05-18,146,2,52,364,0,0
server_005,2026-05-19,213,1,30,365,1,0
server_005,2026-05-20,243,3,81,368,2,0
server_005,2026-05-21,88,0,21,368,3,0
server_005,2026-05-22,376,3,52,371,4,0
server_005,2026-05-23,303,1,303,372,5,1
server_005,2026-05-24,249,0,53,372,6,1
server_005,2026-05-25,171,0,34,372,0,0
server_005,2026-05-26,285,1,143,373,1,0
server_005,2026-05-27,190,2,34,375,2,0
server_005,2026-05-28,180,2,40,377,3,0
server_005,2026-05-29,114,0,21,377,4,0
server_005,2026-05-30,184,2,37,379,5,1
server_005,2026-05-31,234,2,42,381,6,1
server_005,2026-06-01,418,2,104,383,0,0
server_005,2026-06-02,247,1,50,384,1,0
server_005,2026-06-03,371,4,49,388,2,0
server_005,2026-06-04,274,2,39,390,3,0
server_005,2026-06-05,336,0,88,390,4,0
server_005,2026-06-06,110,1,17,391,5,1
server_005,2026-06-07,215,0,46,391,6,1
server_005,2026-06-08,177,0,89,391,0,0
server_005,2026-06-09,291,0,59,391,1,0
server_005,2026-06-10,196,13,51,404,2,0
server_005,2026-06-11,114,7,17,411,3,0
server_005,2026-06-12,264,1,69,412,4,0
server_005,2026-06-13,592,0,150,412,5,1
server_005,2026-06-14,413,2,62,414,6,1
server_005,2026-06-15,117,0,19,414,0,0
server_005,2026-06-16,168,1,88,415,1,0
server_006,2025-12-18,213,3,3,3,3,0
server_006,2025-12-19,211,0,3,3,4,0
server_006,2025-12-20,260,2,5,5,5,1
server_006,2025-12-21,116,4,9,9,6,1
server_006,2025-12-22,251,1,10,10,0,0
server_006,2025-12-23,195,0,10,10,1,0
server_006,2025-12-24,98,1,11,11,2,0
server_006,2025-12-25,312,0,11,11,3,0
server_006,2025-12-26,305,1,12,12,4,0
server_006,2025-12-27,288,1,13,13,5,1
server_006,2025-12-28,138,1,14,14,6,1
server_006,2025-12-29,216,2,16,16,0,0
server_006,2025-12-30,140,10,26,26,1,0
server_006,2025-12-31,257,0,26,26,2,0
server_006,2026-01-01,273,0,26,26,3,0
server_006,2026-01-02,241,1,27,27,4,0
server_006,2026-01-03,242,0,27,27,5,1
server_006,2026-01-04,164,0,20,27,6,1
server_006,2026-01-05,244,0,27,27,0,0
server_006,2026-01-06,166,3,30,30,1,0
server_006,2026-01-07,410,0,30,30,2,0
server_006,2026-01-08,303,1,31,31,3,0
server_006,2026-01-09,208,1,32,32,4,0
server_006,2026-01-10,298,0,32,32,5,1
server_006,2026-01-11,196,3,33,35,6,1
server_006,2026-01-12,105,1,36,36,0,0
server_006,2026-01-13,148,0,36,36,1,0
server_006,2026-01-14,175,11,44,47,2,0
server_006,2026-01-15,198,13,60,60,3,0
server_006,2026-01-16,207,3,63,63,4,0
server_006,2026-01-17,140,4,49,67,5,1
server_006,2026-01-18,299,1,68,68,6,1
server_006,2026-01-19,352,9,53,77,0,0
server_006,2026-01-20,208,0,34,77,1,0
server_006,2026-01-21,173,0,59,77,2,0
server_006,2026-01-22,141,1,36,78,3,0
server_006,2026-01-23,200,1,43,79,4,0
server_006,2026-01-24,514,4,83,83,5,1
server_006,2026-01-25,82,3,16,86,6,1
server_006,2026-01-26,154,1,22,87,0,0
server_006,2026-01-27,257,0,34,87,1,0
server_006,2026-01-28,164,1,56,88,2,0
server_006,2026-01-29,285,5,57,93,3,0
server_006,2026-01-30,237,2,44,95,4,0
server_006,2026-01-31,281,0,59,95,5,1
server_006,2026-02-01,392,1,66,96,6,1
server_006,2026-02-02,165,7,27,103,0,0
server_006,2026-02-03,120,4,28,107,1,0
server_006,2026-02-04,185,4,42,111,2,0
server_006,2026-02-05,228,1,41,112,3,0
server_006,2026-02-06,158,3,40,115,4,0
server_006,2026-02-07,187,2,41,117,5,1
server_006,2026-02-08,254,0,84,117,6,1
server_006,2026-02-09,363,1,52,118,0,0
server_006,2026-02-10,176,0,39,118,1,0
server_006,2026-02-11,243,16,43,134,2,0
server_006,2026-02-12,179,0,32,134,3,0
server_006,2026-02-13,97,0,20,134,4,0
server_006,2026-02-14,342,0,48,134,5,1
server_006,2026-02-15,111,1,42,135,6,1
server_006,2026-02-16,370,2,126,137,0,0
server_006,2026-02-17,149,0,17,137,1,0
server_006,2026-02-18,290,0,100,137,2,0
server_006,2026-02-19,215,1,76,138,3,0
server_006,2026-02-20,141,0,38,138,4,0
server_006,2026-02-21,70,0,17,138,5,1
server_006,2026-02-22,360,1,93,139,6,1
server_006,2026-02-23,172,0,26,139,0,0
server_006,2026-02-24,284,1,35,140,1,0
server_006,2026-02-25,103,2,18,142,2,0
server_006,2026-02-26,0,0,0,142,3,0
server_006,2026-02-27,177,1,28,143,4,0
server_006,2026-02-28,293,6,48,149,5,1
server_006,2026-03-01,81,3,20,152,6,1
server_006,2026-03-02,178,0,23,152,0,0
server_006,2026-03-03,113,0,41,152,1,0
server_006,2026-03-04,272,1,91,153,2,0
server_006,2026-03-05,113,0,15,153,3,0
server_006,2026-03-06,27,3,10,156,4,0
server_006,2026-03-07,106,0,26,156,5,1
server_006,2026-03-08,395,1,132,157,6,1
server_006,2026-03-09,291,2,61,159,0,0
server_006,2026-03-10,160,2,80,161,1,0
server_006,2026-03-11,278,2,37,163,2,0
server_006,2026-03-12,216,4,26,167,3,0
server_006,2026-03-13,294,3,52,170,4,0
server_006,2026-03-14,198,2,51,172,5,1
server_006,2026-03-15,304,0,53,172,6,1
server_006,2026-03-16,136,2,19,174,0,0
server_006,2026-03-17,263,3,55,177,1,0
server_006,2026-03-18,230,0,30,177,2,0
server_006,2026-03-19,286,1,95,178,3,0
server_006,2026-03-20,256,0,47,178,4,0
server_006,2026-03-21,246,0,49,178,5,1
server_006,2026-03-22,418,0,141,178,6,1
server_006,2026-03-23,198,2,180,180,0,0
server_006,2026-03-24,172,3,32,183,1,0
server_006,2026-03-25,377,0,56,183,2,0
server_006,2026-03-26,156,0,79,183,3,0
server_006,2026-03-27,281,2,47,185,4,0
server_006,2026-03-28,266,8,54,193,5,1
server_006,2026-03-29,300,2,52,195,6,1
server_006,2026-03-30,287,1,148,196,0,0
server_006,2026-03-31,364,1,55,197,1,0
server_006,2026-04-01,316,1,31,198,2,0
server_006,2026-04-02,213,1,43,199,3,0
server_006,2026-04-03,39,0,14,199,4,0
server_006,2026-04-04,259,0,88,199,5,1
server_006,2026-04-05,306,2,45,201,6,1
server_006,2026-04-06,169,3,35,204,0,0
server_006,2026-04-07,300,3,104,207,1,0
server_006,2026-04-08,241,2,60,209,2,0
server_006,2026-04-09,271,0,72,209,3,0
server_006,2026-04-10,347,2,59,211,4,0
server_006,2026-04-11,468,1,117,212,5,1
server_006,2026-04-12,298,5,60,217,6,1
server_006,2026-04-13,349,3,89,220,0,0
server_006,2026-04-14,166,3,44,223,1,0
server_006,2026-04-15,380,0,47,223,2,0
server_006,2026-04-16,233,2,23,225,3,0
server_006,2026-04-17,188,1,52,226,4,0
server_006,2026-04-18,476,16,59,242,5,1
server_006,2026-04-19,181,2,47,244,6,1
server_006,2026-04-20,240,1,37,245,0,0
server_006,2026-04-21,93,0,32,245,1,0
server_006,2026-04-22,178,5,59,250,2,0
server_006,2026-04-23,266,0,53,250,3,0
server_006,2026-04-24,166,4,28,254,4,0
server_006,2026-04-25,244,1,86,255,5,1
server_006,2026-04-26,205,1,27,256,6,1
server_006,2026-04-27,152,1,43,257,0,0
server_006,2026-04-28,336,2,67,259,1,0
server_006,2026-04-29,96,0,35,259,2,0
server_006,2026-04-30,206,0,55,259,3,0
server_006,2026-05-01,93,1,23,260,4,0
server_006,2026-05-02,371,3,65,263,5,1
server_006,2026-05-03,128,2,26,265,6,1
server_006,2026-05-04,186,1,67,266,0,0
server_006,2026-05-05,290,0,76,266,1,0
server_006,2026-05-06,253,3,54,269,2,0
server_006,2026-05-07,490,0,66,269,3,0
server_006,2026-05-08,207,1,21,270,4,0
server_006,2026-05-09,300,4,103,274,5,1
server_006,2026-05-10,161,1,45,275,6,1
server_006,2026-05-11,299,0,37,275,0,0
server_006,2026-05-12,379,2,52,277,1,0
server_006,2026-05-13,223,5,39,282,2,0
server_006,2026-05-14,307,3,53,285,3,0
server_006,2026-05-15,132,0,24,285,4,0
server_006,2026-05-16,249,4,252,289,5,1
server_006,2026-05-17,388,2,43,291,6,1
server_006,2026-05-18,308,0,28,291,0,0
server_006,2026-05-19,199,0,44,291,1,0
server_006,2026-05-20,280,0,61,291,2,0
server_006,2026-05-21,27,0,7,291,3,0
server_006,2026-05-22,147,0,37,291,4,0
server_006,2026-05-23,428,5,85,296,5,1
server_006,2026-05-24,303,3,54,299,6,1
server_006,2026-05-25,223,1,37,300,0,0
server_006,2026-05-26,229,0,45,300,1,0
server_006,2026-05-27,135,3,37,303,2,0
server_006,2026-05-28,236,1,39,304,3,0
server_006,2026-05-29,263,4,66,308,4,0
server_006,2026-05-30,249,0,252,308,5,1
server_006,2026-05-31,382,0,97,308,6,1
server_006,2026-06-01,112,1,19,309,0,0
server_006,2026-06-02,267,0,53,309,1,0
server_006,2026-06-03,237,1,36,310,2,0
server_006,2026-06-04,353,0,74,310,3,0
server_006,2026-06-05,280,2,140,312,4,0
server_006,2026-06-06,379,1,57,313,5,1
server_006,2026-06-07,274,0,137,313,6,1
server_006,2026-06-08,160,3,45,316,0,0
server_006,2026-06-09,99,4,16,320,1,0
server_006,2026-06-10,145,2,18,322,2,0
server_006,2026-06-11,221,4,56,326,3,0
server_006,2026-06-12,200,6,33,332,4,0
server_006,2026-06-13,144,6,19,338,5,1
server_006,2026-06-14,318,0,84,338,6,1
server_006,2026-06-15,93,5,15,343,0,0
server_006,2026-06-16,315,1,55,344,1,0
server_007,2025-12-18,258,0,0,0,3,0
server_007,2025-12-19,276,2,2,2,4,0
server_007,2025-12-20,209,5,7,7,5,1
server_007,2025-12-21,205,3,10,10,6,1
server_007,2025-12-22,246,3,13,13,0,0
server_007,2025-12-23,127,0,13,13,1,0
server_007,2025-12-24,169,2,15,15,2,0
server_007,2025-12-25,214,5,20,20,3,0
server_007,2025-12-26,122,0,20,20,4,0
server_007,2025-12-27,362,0,20,20,5,1
server_007,2025-12-28,150,1,21,21,6,1
server_007,2025-12-29,151,0,21,21,0,0
server_007,2025-12-30,228,1,22,22,1,0
server_007,2025-12-31,196,0,22,22,2,0
server_007,2026-01-01,0,0,3,22,3,0
server_007,2026-01-02,305,4,26,26,4,0
server_007,2026-01-03,244,1,27,27,5,1
server_007,2026-01-04,155,0,27,27,6,1
server_007,2026-01-05,296,1,28,28,0,0
server_007,2026-01-06,213,1,29,29,1,0
server_007,2026-01-07,137,6,35,35,2,0
server_007,2026-01-08,48,2,9,37,3,0
server_007,2026-01-09,105,8,18,45,4,0
server_007,2026-01-10,184,0,45,45,5,1
server_007,2026-01-11,107,3,21,48,6,1
server_007,2026-01-12,135,4,21,52,0,0
server_007,2026-01-13,129,2,47,54,1,0
server_007,2026-01-14,142,8,32,62,2,0
server_007,2026-01-15,274,1,63,63,3,0
server_007,2026-01-16,254,0,63,63,4,0
server_007,2026-01-17,176,0,33,63,5,1
server_007,2026-01-18,212,0,63,63,6,1
server_007,2026-01-19,274,5,50,68,0,0
server_007,2026-01-20,213,2,37,70,1,0
server_007,2026-01-21,257,0,70,70,2,0
server_007,2026-01-22,93,0,21,70,3,0
server_007,2026-01-23,132,5,71,75,4,0
server_007,2026-01-24,127,0,34,75,5,1
server_007,2026-01-25,266,0,75,75,6,1
server_007,2026-01-26,148,0,50,75,0,0
server_007,2026-01-27,237,1,64,76,1,0
server_007,2026-01-28,0,0,5,76,2,0
server_007,2026-01-29,181,1,38,77,3,0
server_007,2026-01-30,118,3,18,80,4,0
server_007,2026-01-31,111,7,24,87,5,1
server_007,2026-02-01,206,0,55,87,6,1
server_007,2026-02-02,210,8,33,95,0,0
server_007,2026-02-03,38,0,8,95,1,0
server_007,2026-02-04,275,0,56,95,2,0
server_007,2026-02-05,267,10,55,105,3,0
server_007,2026-02-06,109,2,18,107,4,0
server_007,2026-02-07,32,1,18,108,5,1
server_007,2026-02-08,173,1,24,109,6,1
server_007,2026-02-09,304,2,30,111,0,0
server_007,2026-02-10,155,1,35,112,1,0
server_007,2026-02-11,173,1,46,113,2,0
server_007,2026-02-12,200,4,37,117,3,0
server_007,2026-02-13,225,1,45,118,4,0
server_007,2026-02-14,220,1,44,119,5,1
server_007,2026-02-15,165,2,21,121,6,1
server_007,2026-02-16,109,0,19,121,0,0
server_007,2026-02-17,141,0,39,121,1,0
server_007,2026-02-18,463,3,92,124,2,0
server_007,2026-02-19,35,0,8,124,3,0
server_007,2026-02-20,296,2,53,126,4,0
server_007,2026-02-21,278,1,93,127,5,1
server_007,2026-02-22,56,2,16,129,6,1
server_007,2026-02-23,215,2,47,131,0,0
server_007,2026-02-24,118,4,31,135,1,0
server_007,2026-02-25,288,2,73,137,2,0
server_007,2026-02-26,257,3,39,140,3,0
server_007,2026-02-27,280,1,59,141,4,0
server_007,2026-02-28,269,1,38,142,5,1
server_007,2026-03-01,132,1,68,143,6,1
server_007,2026-03-02,89,5,11,148,0,0
server_007,2026-03-03,145,2,20,150,1,0
server_007,2026-03-04,88,2,23,152,2,0
server_007,2026-03-05,302,3,53,155,3,0
server_007,2026-03-06,330,1,56,156,4,0
server_007,2026-03-07,295,9,101,165,5,1
server_007,2026-03-08,406,0,165,165,6,1
server_007,2026-03-09,276,1,46,166,0,0
server_007,2026-03-10,269,5,55,171,1,0
server_007,2026-03-11,70,3,19,174,2,0
server_007,2026-03-12,233,1,59,175,3,0
server_007,2026-03-13,54,6,11,181,4,0
server_007,2026-03-14,286,1,72,182,5,1
server_007,2026-03-15,470,0,80,182,6,1
server_007,2026-03-16,81,0,16,182,0,0
server_007,2026-03-17,309,0,66,182,1,0
server_007,2026-03-18,294,4,61,186,2,0
server_007,2026-03-19,333,0,66,186,3,0
server_007,2026-03-20,220,3,36,189,4,0
server_007,2026-03-21,271,3,47,192,5,1
server_007,2026-03-22,88,0,18,192,6,1
server_007,2026-03-23,326,0,67,192,0,0
server_007,2026-03-24,278,5,57,197,1,0
server_007,2026-03-25,229,2,79,199,2,0
server_007,2026-03-26,115,3,31,202,3,0
server_007,2026-03-27,246,2,66,204,4,0
server_007,2026-03-28,485,1,165,205,5,1
server_007,2026-03-29,604,2,152,207,6,1
server_007,2026-03-30,73,6,15,213,0,0
server_007,2026-03-31,367,5,91,218,1,0
server_007,2026-04-01,128,3,26,221,2,0
server_007,2026-04-02,271,2,92,223,3,0
server_007,2026-04-03,144,2,48,225,4,0
server_007,2026-04-04,186,2,48,227,5,1
server_007,2026-04-05,235,1,33,228,6,1
server_007,2026-04-06,275,2,41,230,0,0
server_007,2026-04-07,101,1,102,231,1,0
server_007,2026-04-08,238,0,40,231,2,0
server_007,2026-04-09,353,1,90,232,3,0
server_007,2026-04-10,374,0,97,232,4,0
server_007,2026-04-11,306,0,41,232,5,1
server_007,2026-04-12,273,7,31,239,6,1
server_007,2026-04-13,222,3,49,242,0,0
server_007,2026-04-14,112,1,20,243,1,0
server_007,2026-04-15,178,0,62,243,2,0
server_007,2026-04-16,336,1,170,244,3,0
server_007,2026-04-17,123,1,22,245,4,0
server_007,2026-04-18,179,0,48,245,5,1
server_007,2026-04-19,334,6,85,251,6,1
server_007,2026-04-20,368,2,78,253,0,0
server_007,2026-04-21,201,3,25,256,1,0
server_007,2026-04-22,214,3,42,259,2,0
