channel_id,server_id,date,message_count,active_users
server_003_text_2,server_003,2026-06-10,88,12
server_003_text_3,server_003,2026-06-10,15,7
server_003_text_4,server_003,2026-06-10,68,34
server_003_text_5,server_003,2026-06-10,21,10
server_003_text_1,server_003,2026-06-11,80,16
server_003_text_2,server_003,2026-06-11,106,26
server_003_text_3,server_003,2026-06-11,33,8
server_003_text_4,server_003,2026-06-11,88,22
server_003_text_5,server_003,2026-06-11,106,26
server_003_text_1,server_003,2026-06-12,78,13
server_003_text_2,server_003,2026-06-12,82,82
server_003_text_3,server_003,2026-06-12,72,72
server_003_text_4,server_003,2026-06-12,39,39
server_003_text_5,server_003,2026-06-12,65,65
server_003_text_1,server_003,2026-06-13,40,20
server_003_text_2,server_003,2026-06-13,23,4
server_003_text_3,server_003,2026-06-13,22,5
server_003_text_4,server_003,2026-06-13,101,16
server_003_text_5,server_003,2026-06-13,74,12
server_003_text_1,server_003,2026-06-14,62,15
server_003_text_2,server_003,2026-06-14,132,66
server_003_text_3,server_003,2026-06-14,26,5
server_003_text_4,server_003,2026-06-14,124,31
server_003_text_5,server_003,2026-06-14,128,42
server_003_text_1,server_003,2026-06-15,27,6
server_003_text_2,server_003,2026-06-15,10,2
server_003_text_3,server_003,2026-06-15,22,22
server_003_text_4,server_003,2026-06-15,39,19
server_003_text_5,server_003,2026-06-15,35,8
server_003_text_1,server_003,2026-06-16,32,8
server_003_text_2,server_003,2026-06-16,96,32
server_003_text_3,server_003,2026-06-16,183,61
server_003_text_4,server_003,2026-06-16,66,22
server_003_text_5,server_003,2026-06-16,21,10
server_004_text_1,server_004,2025-12-18,143,2
server_004_text_2,server_004,2025-12-18,22,2
server_004_text_3,server_004,2025-12-18,111,2
server_004_text_4,server_004,2025-12-18,55,2
server_004_text_5,server_004,2025-12-18,11,2
server_004_text_1,server_004,2025-12-19,78,7
server_004_text_2,server_004,2025-12-19,59,7
server_004_text_3,server_004,2025-12-19,48,7
server_004_text_4,server_004,2025-12-19,79,7
server_004_text_5,server_004,2025-12-19,41,7
server_004_text_1,server_004,2025-12-20,15,5
server_004_text_2,server_004,2025-12-20,11,2
server_004_text_3,server_004,2025-12-20,49,7
server_004_text_4,server_004,2025-12-20,132,7
server_004_text_5,server_004,2025-12-20,40,7
server_004_text_1,server_004,2025-12-21,34,6
server_004_text_2,server_004,2025-12-21,59,7
server_004_text_3,server_004,2025-12-21,26,6
server_004_text_4,server_004,2025-12-21,24,7
server_004_text_5,server_004,2025-12-21,41,7
server_004_text_1,server_004,2025-12-22,15,8
server_004_text_2,server_004,2025-12-22,88,8
server_004_text_3,server_004,2025-12-22,77,8
server_004_text_4,server_004,2025-12-22,97,8
server_004_text_5,server_004,2025-12-22,25,8
server_004_text_1,server_004,2025-12-23,66,9
server_004_text_2,server_004,2025-12-23,95,9
server_004_text_3,server_004,2025-12-23,77,9
server_004_text_4,server_004,2025-12-23,39,9
server_004_text_5,server_004,2025-12-23,71,9
server_004_text_1,server_004,2025-12-24,94,18
server_004_text_2,server_004,2025-12-24,54,10
server_004_text_3,server_004,2025-12-24,11,5
server_004_text_4,server_004,2025-12-24,64,9
server_004_text_5,server_004,2025-12-24,81,18
server_004_text_1,server_004,2025-12-25,82,20
server_004_text_2,server_004,2025-12-25,7,3
server_004_text_3,server_004,2025-12-25,32,8
server_004_text_4,server_004,2025-12-25,44,14
server_004_text_5,server_004,2025-12-25,35,17
server_004_text_1,server_004,2025-12-26,27,6
server_004_text_2,server_004,2025-12-26,111,23
server_004_text_3,server_004,2025-12-26,63,23
server_004_text_4,server_004,2025-12-26,104,23
server_004_text_5,server_004,2025-12-26,35,23
server_004_text_1,server_004,2025-12-27,22,22
server_004_text_2,server_004,2025-12-27,50,25
server_004_text_3,server_004,2025-12-27,19,19
server_004_text_4,server_004,2025-12-27,104,30
server_004_text_5,server_004,2025-12-27,29,9
server_004_text_1,server_004,2025-12-28,99,30
server_004_text_2,server_004,2025-12-28,33,16
server_004_text_3,server_004,2025-12-28,12,6
server_004_text_4,server_004,2025-12-28,46,6
server_004_text_5,server_004,2025-12-28,176,30
server_004_text_1,server_004,2025-12-29,50,12
server_004_text_2,server_004,2025-12-29,54,27
server_004_text_3,server_004,2025-12-29,70,23
server_004_text_4,server_004,2025-12-29,15,15
server_004_text_5,server_004,2025-12-29,47,15
server_004_text_1,server_004,2025-12-30,44,8
server_004_text_2,server_004,2025-12-30,24,8
server_004_text_3,server_004,2025-12-30,66,37
server_004_text_4,server_004,2025-12-30,16,16
server_004_text_5,server_004,2025-12-30,125,25
server_004_text_1,server_004,2025-12-31,17,5
server_004_text_2,server_004,2025-12-31,16,8
server_004_text_3,server_004,2025-12-31,25,8
server_004_text_4,server_004,2025-12-31,85,21
server_004_text_5,server_004,2025-12-31,38,9
server_004_text_1,server_004,2026-01-01,82,20
server_004_text_2,server_004,2026-01-01,44,39
server_004_text_3,server_004,2026-01-01,47,15
server_004_text_4,server_004,2026-01-01,38,7
server_004_text_5,server_004,2026-01-01,103,39
server_004_text_1,server_004,2026-01-02,106,17
server_004_text_2,server_004,2026-01-02,16,16
server_004_text_3,server_004,2026-01-02,33,5
server_004_text_4,server_004,2026-01-02,97,41
server_004_text_5,server_004,2026-01-02,10,5
server_004_text_1,server_004,2026-01-03,94,23
server_004_text_2,server_004,2026-01-03,72,18
server_004_text_3,server_004,2026-01-03,40,10
server_004_text_4,server_004,2026-01-03,130,42
server_004_text_5,server_004,2026-01-03,30,10
server_004_text_1,server_004,2026-01-04,60,42
server_004_text_2,server_004,2026-01-04,62,20
server_004_text_3,server_004,2026-01-04,42,14
server_004_text_4,server_004,2026-01-04,125,31
server_004_text_5,server_004,2026-01-04,39,5
server_004_text_1,server_004,2026-01-05,81,20
server_004_text_2,server_004,2026-01-05,72,36
server_004_text_3,server_004,2026-01-05,56,18
server_004_text_4,server_004,2026-01-05,17,5
server_004_text_5,server_004,2026-01-05,90,46
server_004_text_1,server_004,2026-01-06,20,20
server_004_text_2,server_004,2026-01-06,14,7
server_004_text_3,server_004,2026-01-06,63,38
server_004_text_4,server_004,2026-01-06,19,6
server_004_text_5,server_004,2026-01-06,26,13
server_004_text_1,server_004,2026-01-07,32,32
server_004_text_2,server_004,2026-01-07,18,6
server_004_text_3,server_004,2026-01-07,33,8
server_004_text_4,server_004,2026-01-07,107,35
server_004_text_5,server_004,2026-01-07,34,8
server_004_text_1,server_004,2026-01-08,55,27
server_004_text_2,server_004,2026-01-08,8,8
server_004_text_3,server_004,2026-01-08,21,21
server_004_text_4,server_004,2026-01-08,71,35
server_004_text_5,server_004,2026-01-08,25,6
server_004_text_1,server_004,2026-01-09,11,3
server_004_text_2,server_004,2026-01-09,4,1
server_004_text_3,server_004,2026-01-09,10,10
server_004_text_4,server_004,2026-01-09,3,0
server_004_text_5,server_004,2026-01-09,3,1
server_004_text_1,server_004,2026-01-10,67,26
server_004_text_2,server_004,2026-01-10,26,13
server_004_text_3,server_004,2026-01-10,25,25
server_004_text_4,server_004,2026-01-10,15,2
server_004_text_5,server_004,2026-01-10,24,24
server_004_text_1,server_004,2026-01-11,106,35
server_004_text_2,server_004,2026-01-11,56,56
server_004_text_3,server_004,2026-01-11,14,4
server_004_text_4,server_004,2026-01-11,163,20
server_004_text_5,server_004,2026-01-11,24,6
server_004_text_1,server_004,2026-01-12,1,0
server_004_text_2,server_004,2026-01-12,67,32
server_004_text_3,server_004,2026-01-12,50,12
server_004_text_4,server_004,2026-01-12,32,10
server_004_text_5,server_004,2026-01-12,40,32
server_004_text_1,server_004,2026-01-13,9,2
server_004_text_2,server_004,2026-01-13,52,26
server_004_text_3,server_004,2026-01-13,140,43
server_004_text_4,server_004,2026-01-13,20,5
server_004_text_5,server_004,2026-01-13,21,7
server_004_text_1,server_004,2026-01-14,12,2
server_004_text_2,server_004,2026-01-14,38,19
server_004_text_3,server_004,2026-01-14,57,11
server_004_text_4,server_004,2026-01-14,50,25
server_004_text_5,server_004,2026-01-14,50,16
server_004_text_1,server_004,2026-01-15,48,12
server_004_text_2,server_004,2026-01-15,25,5
server_004_text_3,server_004,2026-01-15,54,10
server_004_text_4,server_004,2026-01-15,40,28
server_004_text_5,server_004,2026-01-15,8,2
server_004_text_1,server_004,2026-01-16,21,4
server_004_text_2,server_004,2026-01-16,18,18
server_004_text_3,server_004,2026-01-16,27,13
server_004_text_4,server_004,2026-01-16,40,13
server_004_text_5,server_004,2026-01-16,15,3
server_004_text_1,server_004,2026-01-17,25,6
server_004_text_2,server_004,2026-01-17,8,2
server_004_text_3,server_004,2026-01-17,20,10
server_004_text_4,server_004,2026-01-17,55,18
server_004_text_5,server_004,2026-01-17,143,35
server_004_text_1,server_004,2026-01-18,35,27
server_004_text_2,server_004,2026-01-18,18,9
server_004_text_3,server_004,2026-01-18,24,8
server_004_text_4,server_004,2026-01-18,3,0
server_004_text_5,server_004,2026-01-18,16,16
server_004_text_1,server_004,2026-01-19,13,6
server_004_text_2,server_004,2026-01-19,30,7
server_004_text_3,server_004,2026-01-19,11,5
server_004_text_4,server_004,2026-01-19,180,60
server_004_text_5,server_004,2026-01-19,52,52
server_004_text_1,server_004,2026-01-20,12,6
server_004_text_2,server_004,2026-01-20,14,4
server_004_text_3,server_004,2026-01-20,9,3
server_004_text_4,server_004,2026-01-20,43,21
server_004_text_5,server_004,2026-01-20,54,13
server_004_text_1,server_004,2026-01-21,20,10
server_004_text_2,server_004,2026-01-21,31,15
server_004_text_3,server_004,2026-01-21,10,5
server_004_text_4,server_004,2026-01-21,38,19
server_004_text_5,server_004,2026-01-21,7,7
server_004_text_1,server_004,2026-01-22,73,36
server_004_text_2,server_004,2026-01-22,41,20
server_004_text_3,server_004,2026-01-22,26,6
server_004_text_4,server_004,2026-01-22,23,5
server_004_text_5,server_004,2026-01-22,31,15
server_004_text_1,server_004,2026-01-23,17,3
server_004_text_2,server_004,2026-01-23,45,31
server_004_text_3,server_004,2026-01-23,21,4
server_004_text_4,server_004,2026-01-23,33,31
server_004_text_5,server_004,2026-01-23,19,6
server_004_text_1,server_004,2026-01-24,9,3
server_004_text_2,server_004,2026-01-24,5,1
server_004_text_3,server_004,2026-01-24,20,6
server_004_text_4,server_004,2026-01-24,11,3
server_004_text_5,server_004,2026-01-24,20,5
server_004_text_1,server_004,2026-01-25,25,3
server_004_text_2,server_004,2026-01-25,34,6
server_004_text_3,server_004,2026-01-25,26,8
server_004_text_4,server_004,2026-01-25,69,36
server_004_text_5,server_004,2026-01-25,52,17
server_004_text_1,server_004,2026-01-26,28,7
server_004_text_2,server_004,2026-01-26,48,24
server_004_text_3,server_004,2026-01-26,61,20
server_004_text_4,server_004,2026-01-26,42,21
server_004_text_5,server_004,2026-01-26,11,5
server_004_text_1,server_004,2026-01-27,24,12
server_004_text_2,server_004,2026-01-27,4,1
server_004_text_3,server_004,2026-01-27,33,16
server_004_text_4,server_004,2026-01-27,52,13
server_004_text_5,server_004,2026-01-27,61,20
server_004_text_1,server_004,2026-01-28,52,13
server_004_text_2,server_004,2026-01-28,113,28
server_004_text_3,server_004,2026-01-28,24,6
server_004_text_4,server_004,2026-01-28,11,11
server_004_text_5,server_004,2026-01-28,43,10
server_004_text_1,server_004,2026-01-29,84,28
server_004_text_2,server_004,2026-01-29,28,7
server_004_text_3,server_004,2026-01-29,29,29
server_004_text_4,server_004,2026-01-29,20,3
server_004_text_5,server_004,2026-01-29,12,4
server_004_text_1,server_004,2026-01-30,42,21
server_004_text_2,server_004,2026-01-30,38,6
server_004_text_3,server_004,2026-01-30,18,4
server_004_text_4,server_004,2026-01-30,81,20
server_004_text_5,server_004,2026-01-30,17,5
server_004_text_1,server_004,2026-01-31,32,32
server_004_text_2,server_004,2026-01-31,164,32
server_004_text_3,server_004,2026-01-31,65,57
server_004_text_4,server_004,2026-01-31,24,12
server_004_text_5,server_004,2026-01-31,35,5
server_004_text_1,server_004,2026-02-01,32,10
server_004_text_2,server_004,2026-02-01,45,11
server_004_text_3,server_004,2026-02-01,40,20
server_004_text_4,server_004,2026-02-01,14,7
server_004_text_5,server_004,2026-02-01,8,2
server_004_text_1,server_004,2026-02-02,0,0
server_004_text_2,server_004,2026-02-02,0,0
server_004_text_3,server_004,2026-02-02,0,0
server_004_text_4,server_004,2026-02-02,0,0
server_004_text_5,server_004,2026-02-02,0,0
server_004_text_1,server_004,2026-02-03,1,0
server_004_text_2,server_004,2026-02-03,10,3
server_004_text_3,server_004,2026-02-03,37,9
server_004_text_4,server_004,2026-02-03,31,10
server_004_text_5,server_004,2026-02-03,34,17
server_004_text_1,server_004,2026-02-04,68,17
server_004_text_2,server_004,2026-02-04,32,16
server_004_text_3,server_004,2026-02-04,42,42
server_004_text_4,server_004,2026-02-04,80,16
server_004_text_5,server_004,2026-02-04,6,1
server_004_text_1,server_004,2026-02-05,36,12
server_004_text_2,server_004,2026-02-05,55,18
server_004_text_3,server_004,2026-02-05,112,18
server_004_text_4,server_004,2026-02-05,29,7
server_004_text_5,server_004,2026-02-05,58,40
server_004_text_1,server_004,2026-02-06,52,13
server_004_text_2,server_004,2026-02-06,22,11
server_004_text_3,server_004,2026-02-06,91,15
server_004_text_4,server_004,2026-02-06,193,58
server_004_text_5,server_004,2026-02-06,20,10
server_004_text_1,server_004,2026-02-07,63,36
server_004_text_2,server_004,2026-02-07,31,10
server_004_text_3,server_004,2026-02-07,32,10
server_004_text_4,server_004,2026-02-07,54,18
server_004_text_5,server_004,2026-02-07,89,36
server_004_text_1,server_004,2026-02-08,32,6
server_004_text_2,server_004,2026-02-08,20,6
server_004_text_3,server_004,2026-02-08,71,17
server_004_text_4,server_004,2026-02-08,150,37
server_004_text_5,server_004,2026-02-08,17,8
server_004_text_1,server_004,2026-02-09,99,49
server_004_text_2,server_004,2026-02-09,78,13
server_004_text_3,server_004,2026-02-09,40,40
server_004_text_4,server_004,2026-02-09,61,30
server_004_text_5,server_004,2026-02-09,19,3
server_004_text_1,server_004,2026-02-10,8,8
server_004_text_2,server_004,2026-02-10,23,11
server_004_text_3,server_004,2026-02-10,26,26
server_004_text_4,server_004,2026-02-10,26,26
server_004_text_5,server_004,2026-02-10,98,30
server_004_text_1,server_004,2026-02-11,46,11
server_004_text_2,server_004,2026-02-11,62,15
server_004_text_3,server_004,2026-02-11,91,30
server_004_text_4,server_004,2026-02-11,10,2
server_004_text_5,server_004,2026-02-11,30,30
server_004_text_1,server_004,2026-02-12,15,7
server_004_text_2,server_004,2026-02-12,69,23
server_004_text_3,server_004,2026-02-12,18,6
server_004_text_4,server_004,2026-02-12,53,17
server_004_text_5,server_004,2026-02-12,177,71
server_004_text_1,server_004,2026-02-13,20,10
server_004_text_2,server_004,2026-02-13,57,14
server_004_text_3,server_004,2026-02-13,10,3
server_004_text_4,server_004,2026-02-13,38,12
server_004_text_5,server_004,2026-02-13,65,32
server_004_text_1,server_004,2026-02-14,13,4
server_004_text_2,server_004,2026-02-14,3,0
server_004_text_3,server_004,2026-02-14,4,4
server_004_text_4,server_004,2026-02-14,16,5
server_004_text_5,server_004,2026-02-14,0,0
server_004_text_1,server_004,2026-02-15,24,8
server_004_text_2,server_004,2026-02-15,69,34
server_004_text_3,server_004,2026-02-15,52,26
server_004_text_4,server_004,2026-02-15,4,1
server_004_text_5,server_004,2026-02-15,90,22
server_004_text_1,server_004,2026-02-16,28,9
server_004_text_2,server_004,2026-02-16,10,2
server_004_text_3,server_004,2026-02-16,28,14
server_004_text_4,server_004,2026-02-16,41,28
server_004_text_5,server_004,2026-02-16,9,9
server_004_text_1,server_004,2026-02-17,64,16
server_004_text_2,server_004,2026-02-17,12,6
server_004_text_3,server_004,2026-02-17,94,47
server_004_text_4,server_004,2026-02-17,78,39
server_004_text_5,server_004,2026-02-17,32,6
server_004_text_1,server_004,2026-02-18,103,51
server_004_text_2,server_004,2026-02-18,16,4
server_004_text_3,server_004,2026-02-18,159,53
server_004_text_4,server_004,2026-02-18,173,28
server_004_text_5,server_004,2026-02-18,13,13
server_004_text_1,server_004,2026-02-19,25,25
server_004_text_2,server_004,2026-02-19,59,11
server_004_text_3,server_004,2026-02-19,42,21
server_004_text_4,server_004,2026-02-19,37,18
server_004_text_5,server_004,2026-02-19,21,21
server_004_text_1,server_004,2026-02-20,98,32
server_004_text_2,server_004,2026-02-20,7,1
server_004_text_3,server_004,2026-02-20,78,15
server_004_text_4,server_004,2026-02-20,28,4
server_004_text_5,server_004,2026-02-20,59,11
server_004_text_1,server_004,2026-02-21,2,0
server_004_text_2,server_004,2026-02-21,10,2
server_004_text_3,server_004,2026-02-21,3,3
server_004_text_4,server_004,2026-02-21,8,8
server_004_text_5,server_004,2026-02-21,10,1
server_004_text_1,server_004,2026-02-22,44,44
server_004_text_2,server_004,2026-02-22,140,23
server_004_text_3,server_004,2026-02-22,34,8
server_004_text_4,server_004,2026-02-22,51,17
server_004_text_5,server_004,2026-02-22,47,23
server_004_text_1,server_004,2026-02-23,23,5
server_004_text_2,server_004,2026-02-23,17,17
server_004_text_3,server_004,2026-02-23,30,17
server_004_text_4,server_004,2026-02-23,65,16
server_004_text_5,server_004,2026-02-23,25,6
server_004_text_1,server_004,2026-02-24,64,9
server_004_text_2,server_004,2026-02-24,15,3
server_004_text_3,server_004,2026-02-24,47,9
server_004_text_4,server_004,2026-02-24,40,10
server_004_text_5,server_004,2026-02-24,34,8
server_004_text_1,server_004,2026-02-25,54,27
server_004_text_2,server_004,2026-02-25,56,7
server_004_text_3,server_004,2026-02-25,49,24
server_004_text_4,server_004,2026-02-25,27,27
server_004_text_5,server_004,2026-02-25,21,4
server_004_text_1,server_004,2026-02-26,29,14
server_004_text_2,server_004,2026-02-26,19,3
server_004_text_3,server_004,2026-02-26,31,6
server_004_text_4,server_004,2026-02-26,42,10
server_004_text_5,server_004,2026-02-26,51,12
server_004_text_1,server_004,2026-02-27,7,1
server_004_text_2,server_004,2026-02-27,7,3
server_004_text_3,server_004,2026-02-27,12,4
server_004_text_4,server_004,2026-02-27,59,19
server_004_text_5,server_004,2026-02-27,40,26
server_004_text_1,server_004,2026-02-28,5,2
server_004_text_2,server_004,2026-02-28,4,2
server_004_text_3,server_004,2026-02-28,12,6
server_004_text_4,server_004,2026-02-28,7,1
server_004_text_5,server_004,2026-02-28,10,2
server_004_text_1,server_004,2026-03-01,15,7
server_004_text_2,server_004,2026-03-01,52,26
server_004_text_3,server_004,2026-03-01,33,6
server_004_text_4,server_004,2026-03-01,53,17
server_004_text_5,server_004,2026-03-01,49,12
server_004_text_1,server_004,2026-03-02,57,14
server_004_text_2,server_004,2026-03-02,27,9
server_004_text_3,server_004,2026-03-02,68,51
server_004_text_4,server_004,2026-03-02,23,11
server_004_text_5,server_004,2026-03-02,16,8
server_004_text_1,server_004,2026-03-03,9,3
server_004_text_2,server_004,2026-03-03,44,44
server_004_text_3,server_004,2026-03-03,51,17
server_004_text_4,server_004,2026-03-03,19,6
server_004_text_5,server_004,2026-03-03,75,15
server_004_text_1,server_004,2026-03-04,183,69
server_004_text_2,server_004,2026-03-04,78,19
server_004_text_3,server_004,2026-03-04,19,9
server_004_text_4,server_004,2026-03-04,27,27
server_004_text_5,server_004,2026-03-04,34,34
server_004_text_1,server_004,2026-03-05,41,23
server_004_text_2,server_004,2026-03-05,38,12
server_004_text_3,server_004,2026-03-05,28,9
server_004_text_4,server_004,2026-03-05,57,11
server_004_text_5,server_004,2026-03-05,41,8
server_004_text_1,server_004,2026-03-06,21,10
server_004_text_2,server_004,2026-03-06,19,19
server_004_text_3,server_004,2026-03-06,15,7
server_004_text_4,server_004,2026-03-06,1,0
server_004_text_5,server_004,2026-03-06,33,8
server_004_text_1,server_004,2026-03-07,12,4
server_004_text_2,server_004,2026-03-07,62,16
server_004_text_3,server_004,2026-03-07,11,3
server_004_text_4,server_004,2026-03-07,33,4
server_004_text_5,server_004,2026-03-07,21,10
server_004_text_1,server_004,2026-03-08,11,1
server_004_text_2,server_004,2026-03-08,101,101
server_004_text_3,server_004,2026-03-08,52,10
server_004_text_4,server_004,2026-03-08,84,28
server_004_text_5,server_004,2026-03-08,63,63
server_004_text_1,server_004,2026-03-09,40,40
server_004_text_2,server_004,2026-03-09,51,25
server_004_text_3,server_004,2026-03-09,36,6
server_004_text_4,server_004,2026-03-09,87,43
server_004_text_5,server_004,2026-03-09,16,2
server_004_text_1,server_004,2026-03-10,103,66
server_004_text_2,server_004,2026-03-10,42,10
server_004_text_3,server_004,2026-03-10,29,7
server_004_text_4,server_004,2026-03-10,46,9
server_004_text_5,server_004,2026-03-10,37,9
server_004_text_1,server_004,2026-03-11,78,43
server_004_text_2,server_004,2026-03-11,39,9
server_004_text_3,server_004,2026-03-11,34,17
server_004_text_4,server_004,2026-03-11,25,8
server_004_text_5,server_004,2026-03-11,86,43
server_004_text_1,server_004,2026-03-12,77,38
server_004_text_2,server_004,2026-03-12,19,9
server_004_text_3,server_004,2026-03-12,58,11
server_004_text_4,server_004,2026-03-12,47,11
server_004_text_5,server_004,2026-03-12,31,15
server_004_text_1,server_004,2026-03-13,27,13
server_004_text_2,server_004,2026-03-13,35,17
server_004_text_3,server_004,2026-03-13,45,45
server_004_text_4,server_004,2026-03-13,65,21
server_004_text_5,server_004,2026-03-13,72,36
server_004_text_1,server_004,2026-03-14,94,60
server_004_text_2,server_004,2026-03-14,70,23
server_004_text_3,server_004,2026-03-14,40,13
server_004_text_4,server_004,2026-03-14,101,60
server_004_text_5,server_004,2026-03-14,55,11
server_004_text_1,server_004,2026-03-15,83,20
server_004_text_2,server_004,2026-03-15,75,37
server_004_text_3,server_004,2026-03-15,70,14
server_004_text_4,server_004,2026-03-15,35,35
server_004_text_5,server_004,2026-03-15,20,5
server_004_text_1,server_004,2026-03-16,79,69
server_004_text_2,server_004,2026-03-16,9,9
server_004_text_3,server_004,2026-03-16,10,2
server_004_text_4,server_004,2026-03-16,32,16
server_004_text_5,server_004,2026-03-16,64,12
server_004_text_1,server_004,2026-03-17,4,1
server_004_text_2,server_004,2026-03-17,7,4
server_004_text_3,server_004,2026-03-17,14,2
server_004_text_4,server_004,2026-03-17,7,3
server_004_text_5,server_004,2026-03-17,0,0
server_004_text_1,server_004,2026-03-18,17,9
server_004_text_2,server_004,2026-03-18,6,1
server_004_text_3,server_004,2026-03-18,22,7
server_004_text_4,server_004,2026-03-18,14,3
server_004_text_5,server_004,2026-03-18,18,9
server_004_text_1,server_004,2026-03-19,39,19
server_004_text_2,server_004,2026-03-19,78,33
server_004_text_3,server_004,2026-03-19,62,20
server_004_text_4,server_004,2026-03-19,47,11
server_004_text_5,server_004,2026-03-19,9,4
server_004_text_1,server_004,2026-03-20,92,30
server_004_text_2,server_004,2026-03-20,15,5
server_004_text_3,server_004,2026-03-20,7,1
server_004_text_4,server_004,2026-03-20,22,22
server_004_text_5,server_004,2026-03-20,58,9
server_004_text_1,server_004,2026-03-21,21,10
server_004_text_2,server_004,2026-03-21,70,35
server_004_text_3,server_004,2026-03-21,57,11
server_004_text_4,server_004,2026-03-21,108,54
server_004_text_5,server_004,2026-03-21,63,12
server_004_text_1,server_004,2026-03-22,38,19
server_004_text_2,server_004,2026-03-22,158,52
server_004_text_3,server_004,2026-03-22,30,10
server_004_text_4,server_004,2026-03-22,40,20
server_004_text_5,server_004,2026-03-22,27,27
server_004_text_1,server_004,2026-03-23,56,28
server_004_text_2,server_004,2026-03-23,48,12
server_004_text_3,server_004,2026-03-23,108,46
server_004_text_4,server_004,2026-03-23,32,8
server_004_text_5,server_004,2026-03-23,35,11
server_004_text_1,server_004,2026-03-24,24,18
server_004_text_2,server_004,2026-03-24,23,11
server_004_text_3,server_004,2026-03-24,12,12
server_004_text_4,server_004,2026-03-24,26,8
server_004_text_5,server_004,2026-03-24,15,5
server_004_text_1,server_004,2026-03-25,6,2
server_004_text_2,server_004,2026-03-25,85,14
server_004_text_3,server_004,2026-03-25,9,1
server_004_text_4,server_004,2026-03-25,74,24
server_004_text_5,server_004,2026-03-25,53,8
server_004_text_1,server_004,2026-03-26,74,37
server_004_text_2,server_004,2026-03-26,42,21
server_004_text_3,server_004,2026-03-26,44,11
server_004_text_4,server_004,2026-03-26,59,14
server_004_text_5,server_004,2026-03-26,51,51
server_004_text_1,server_004,2026-03-27,31,10
server_004_text_2,server_004,2026-03-27,76,25
server_004_text_3,server_004,2026-03-27,72,34
server_004_text_4,server_004,2026-03-27,27,13
server_004_text_5,server_004,2026-03-27,66,8
server_004_text_1,server_004,2026-03-28,8,1
server_004_text_2,server_004,2026-03-28,48,8
server_004_text_3,server_004,2026-03-28,65,21
server_004_text_4,server_004,2026-03-28,9,1
server_004_text_5,server_004,2026-03-28,41,20
server_004_text_1,server_004,2026-03-29,16,8
server_004_text_2,server_004,2026-03-29,76,25
server_004_text_3,server_004,2026-03-29,41,8
server_004_text_4,server_004,2026-03-29,63,15
server_004_text_5,server_004,2026-03-29,31,10
server_004_text_1,server_004,2026-03-30,88,29
server_004_text_2,server_004,2026-03-30,25,6
server_004_text_3,server_004,2026-03-30,72,10
server_004_text_4,server_004,2026-03-30,45,11
server_004_text_5,server_004,2026-03-30,94,13
server_004_text_1,server_004,2026-03-31,81,27
server_004_text_2,server_004,2026-03-31,33,16
server_004_text_3,server_004,2026-03-31,55,18
server_004_text_4,server_004,2026-03-31,10,3
server_004_text_5,server_004,2026-03-31,68,34
server_004_text_1,server_004,2026-04-01,20,3
server_004_text_2,server_004,2026-04-01,80,16
server_004_text_3,server_004,2026-04-01,14,7
server_004_text_4,server_004,2026-04-01,39,19
server_004_text_5,server_004,2026-04-01,70,70
server_004_text_1,server_004,2026-04-02,23,23
server_004_text_2,server_004,2026-04-02,66,22
server_004_text_3,server_004,2026-04-02,44,11
server_004_text_4,server_004,2026-04-02,82,66
server_004_text_5,server_004,2026-04-02,35,35
server_004_text_1,server_004,2026-04-03,62,15
server_004_text_2,server_004,2026-04-03,56,11
server_004_text_3,server_004,2026-04-03,28,5
server_004_text_4,server_004,2026-04-03,42,8
server_004_text_5,server_004,2026-04-03,29,29
server_004_text_1,server_004,2026-04-04,62,29
server_004_text_2,server_004,2026-04-04,6,6
server_004_text_3,server_004,2026-04-04,16,5
server_004_text_4,server_004,2026-04-04,35,29
server_004_text_5,server_004,2026-04-04,30,10
server_004_text_1,server_004,2026-04-05,118,29
server_004_text_2,server_004,2026-04-05,64,16
server_004_text_3,server_004,2026-04-05,71,14
server_004_text_4,server_004,2026-04-05,49,16
server_004_text_5,server_004,2026-04-05,108,69
server_004_text_1,server_004,2026-04-06,90,30
server_004_text_2,server_004,2026-04-06,55,13
server_004_text_3,server_004,2026-04-06,43,21
server_004_text_4,server_004,2026-04-06,15,5
server_004_text_5,server_004,2026-04-06,24,6
server_004_text_1,server_004,2026-04-07,118,29
server_004_text_2,server_004,2026-04-07,36,12
server_004_text_3,server_004,2026-04-07,27,9
server_004_text_4,server_004,2026-04-07,119,46
server_004_text_5,server_004,2026-04-07,9,3
server_004_text_1,server_004,2026-04-08,57,19
server_004_text_2,server_004,2026-04-08,8,2
server_004_text_3,server_004,2026-04-08,26,8
server_004_text_4,server_004,2026-04-08,35,17
server_004_text_5,server_004,2026-04-08,39,19
server_004_text_1,server_004,2026-04-09,43,21
server_004_text_2,server_004,2026-04-09,49,24
server_004_text_3,server_004,2026-04-09,25,12
server_004_text_4,server_004,2026-04-09,137,34
server_004_text_5,server_004,2026-04-09,94,31
server_004_text_1,server_004,2026-04-10,16,3
server_004_text_2,server_004,2026-04-10,133,19
server_004_text_3,server_004,2026-04-10,47,15
server_004_text_4,server_004,2026-04-10,40,4
server_004_text_5,server_004,2026-04-10,32,10
server_004_text_1,server_004,2026-04-11,26,13
server_004_text_2,server_004,2026-04-11,20,10
server_004_text_3,server_004,2026-04-11,6,1
